상품명,가격,판매여부,날짜,시간,24시간이내,프로상점,광고,케어,무료배송,지역,URL,상품ID,세부카테고리ID,대분류,중분류,소분류
폴로 랄프로렌 반팔 니트 스웨터 핑크 s,165000,판매중,2025.06.12,4시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/323628087,323628087,310260800,여성의류,상의,니트_스웨터
마리노이 marinoi 미티 니트 블루,30000,판매중,2025.06.12,4시간 전,✅,False,False,False,False,광주광역시 서구 상무1동,https://m.bunjang.co.kr/products/322672632,322672632,310260800,여성의류,상의,니트_스웨터
럭키슈에뜨 니트/36,200000,판매중,2025.06.12,4시간 전,✅,False,False,False,True,,https://m.bunjang.co.kr/products/338929284,338929284,310260800,여성의류,상의,니트_스웨터
(새상품) 무신사 스탠다드 우먼 슬림 니트 집업 블랙 S,28000,판매중,2025.06.12,4시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/321855683,321855683,310260800,여성의류,상의,니트_스웨터
브이넥 앙고라 니트,10000,판매중,2025.06.12,4시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/306478666,306478666,310260800,여성의류,상의,니트_스웨터
폴로 랄프로렌  크리켓 풀오버 케이블 코튼 스웨터 95사이즈 남녀공용,60000,판매중,2025.06.12,4시간 전,✅,False,False,False,True,경기도 수원시 장안구 정자2동,https://m.bunjang.co.kr/products/297867109,297867109,310260800,여성의류,상의,니트_스웨터
택 새상품 타미힐피거 여성 긴팔 케이블니트 그린 L사이즈 택포,55000,판매중,2025.06.12,4시간 전,✅,False,False,False,True,경기도 수원시 장안구 정자2동,https://m.bunjang.co.kr/products/320857396,320857396,310260800,여성의류,상의,니트_스웨터
베이지 니트가디건,20000,판매중,2025.06.12,4시간 전,✅,False,False,False,True,서울특별시 강서구 화곡제6동,https://m.bunjang.co.kr/products/205510222,205510222,310260800,여성의류,상의,니트_스웨터
온드민 반팔니트,33000,판매중,2025.06.12,4시간 전,✅,False,False,False,False,대구광역시 달서구 월성1동,https://m.bunjang.co.kr/products/212563908,212563908,310260800,여성의류,상의,니트_스웨터
LILYS  하트 반팔니트,9500,판매중,2025.06.12,4시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/337071838,337071838,310260800,여성의류,상의,니트_스웨터
썸머 크롭니트,5500,판매중,2025.06.12,4시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/334270068,334270068,310260800,여성의류,상의,니트_스웨터
더레노마 스트라이프 카라니트 CA32KP060,25000,판매중,2025.06.12,4시간 전,✅,True,False,False,False,,https://m.bunjang.co.kr/products/327026790,327026790,310260800,여성의류,상의,니트_스웨터
프레드페리 여성가디건 38,110000,판매중,2025.06.12,4시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/327726036,327726036,310260800,여성의류,상의,니트_스웨터
빈티지 모리걸 하구미 핑크 니트,10000,판매중,2025.06.12,4시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/333505011,333505011,310260800,여성의류,상의,니트_스웨터
스키니피그 달링 니트 darling knit 핑크,20000,판매중,2025.06.12,4시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/338174349,338174349,310260800,여성의류,상의,니트_스웨터
자라 유명 니트 단종 희귀색 깔별 1장씩만 있음! 사계절가능!,59900,판매중,2025.06.12,4시간 전,✅,True,False,False,False,,https://m.bunjang.co.kr/products/215784073,215784073,310260800,여성의류,상의,니트_스웨터
러브이즈트루 니트 블랙,15540,판매중,2025.06.12,4시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/318092985,318092985,310260800,여성의류,상의,니트_스웨터
(새상품) 에이블리 핸드메이드 보트넥 루즈핏 니트,30000,판매중,2025.06.12,4시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/312294485,312294485,310260800,여성의류,상의,니트_스웨터
헤리티지플로스 스트라이프 pk,68000,판매중,2025.06.12,4시간 전,✅,False,False,False,False,전북특별자치도 군산시 삼학동,https://m.bunjang.co.kr/products/232602905,232602905,310260800,여성의류,상의,니트_스웨터
(세트가격/1번착용) 레이어드니트 + 플리츠스커트,47000,판매중,2025.06.12,4시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/323605633,323605633,310260800,여성의류,상의,니트_스웨터
숩 (SOUP) 엘로우 리본 니트,10000,판매중,2025.06.12,4시간 전,✅,False,False,False,False,경기도 부천시 역곡1동,https://m.bunjang.co.kr/products/161047038,161047038,310260800,여성의류,상의,니트_스웨터
클럽모나코 브이넥 니트탑 새제품급 XS,63000,판매중,2025.06.12,4시간 전,✅,False,False,False,False,서울특별시 서초구 방배4동,https://m.bunjang.co.kr/products/333735814,333735814,310260800,여성의류,상의,니트_스웨터
메비 프레나 니트 크림,55000,판매중,2025.06.12,4시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/331047944,331047944,310260800,여성의류,상의,니트_스웨터
웰로우 브이넥 니트,13000,판매중,2025.06.12,4시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/301519595,301519595,310260800,여성의류,상의,니트_스웨터
ofc willy stripe knit red navy 윌리 니트,110000,판매중,2025.06.12,4시간 전,✅,False,False,False,True,,https://m.bunjang.co.kr/products/248645919,248645919,310260800,여성의류,상의,니트_스웨터
리본 자수 배색 스퀘어넥 니트,8500,판매중,2025.06.12,4시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/288132861,288132861,310260800,여성의류,상의,니트_스웨터
펀칭 빈티지 스트라이프 패턴 5부 여름 크로셰 니트탑,20000,판매중,2025.06.12,4시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/337435294,337435294,310260800,여성의류,상의,니트_스웨터
le(르) 니트,30000,판매중,2025.06.12,4시간 전,✅,False,False,False,False,서울특별시 도봉구 쌍문제3동,https://m.bunjang.co.kr/products/315091640,315091640,310260800,여성의류,상의,니트_스웨터
오영 크림 라운드 니트 모카베이지,20000,판매중,2025.06.12,4시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/256050030,256050030,310260800,여성의류,상의,니트_스웨터
트리밍버드 투웨이 니트 집업,130000,판매중,2025.06.12,4시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/305442001,305442001,310260800,여성의류,상의,니트_스웨터
비터셀즈 미키 마우스_프렌즈 스웨터(세미 오버핏)-오트밀 크롭니트,19000,판매중,2025.06.12,4시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/326137672,326137672,310260800,여성의류,상의,니트_스웨터
멜라운지 코일크롭니트,30000,판매중,2025.06.12,4시간 전,✅,False,False,False,False,경상남도 김해시 칠산서부동,https://m.bunjang.co.kr/products/224118021,224118021,310260800,여성의류,상의,니트_스웨터
멜라운지 골지 숄 니트,30000,판매중,2025.06.12,4시간 전,✅,False,False,False,False,경상남도 김해시 칠산서부동,https://m.bunjang.co.kr/products/215818875,215818875,310260800,여성의류,상의,니트_스웨터
메이비베이비니트,23000,판매중,2025.06.12,4시간 전,✅,False,False,False,False,대전광역시 유성구 구즉동,https://m.bunjang.co.kr/products/174090365,174090365,310260800,여성의류,상의,니트_스웨터
그물니트티,5000,판매중,2025.06.12,4시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/223340254,223340254,310260800,여성의류,상의,니트_스웨터
스테이무드 에브리 브이넥 니트,12000,판매중,2025.06.12,4시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/219899054,219899054,310260800,여성의류,상의,니트_스웨터
폴로 브이넥 케이블 여성 니트,41000,판매중,2025.06.12,4시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/335117031,335117031,310260800,여성의류,상의,니트_스웨터
정품 폴로 브이넥 니트 블루 오렌지포니,20000,판매중,2025.06.12,4시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/318345094,318345094,310260800,여성의류,상의,니트_스웨터
페일제이드 하트 레터링 니트 네이비,45000,판매중,2025.06.12,4시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/321068493,321068493,310260800,여성의류,상의,니트_스웨터
겨울 상의 모음,2000,판매중,2025.06.12,4시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/330343447,330343447,310260800,여성의류,상의,니트_스웨터
Notia cap sleeve turtleneck knit ivory,28000,판매중,2025.06.12,4시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/332320912,332320912,310260800,여성의류,상의,니트_스웨터
유어네임히얼 브이넥 핑크니트 새상품 프리사이즈,45000,판매중,2025.06.12,4시간 전,✅,False,False,False,True,,https://m.bunjang.co.kr/products/337888620,337888620,310260800,여성의류,상의,니트_스웨터
헤이에스 어깨 트임 니트,45000,판매중,2025.06.12,4시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/302135672,302135672,310260800,여성의류,상의,니트_스웨터
크롭니트 커버업,13000,판매중,2025.06.12,4시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/325724049,325724049,310260800,여성의류,상의,니트_스웨터
에이블리 투웨이 오픈숄더 루즈 니트,23000,판매중,2025.06.12,4시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/330105248,330105248,310260800,여성의류,상의,니트_스웨터
반팔 니트,8500,판매중,2025.06.12,4시간 전,✅,False,False,False,True,충청남도 천안시 서북구 성정2동,https://m.bunjang.co.kr/products/325768481,325768481,310260800,여성의류,상의,니트_스웨터
베이지색 얇은 니트,12000,판매중,2025.06.12,4시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/329483804,329483804,310260800,여성의류,상의,니트_스웨터
자라 니트,11000,판매중,2025.06.12,5시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/315990987,315990987,310260800,여성의류,상의,니트_스웨터
(M) 이자벨마랑 모헤어 니트,250000,판매중,2025.06.12,5시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/296042310,296042310,310260800,여성의류,상의,니트_스웨터
아파트먼트 니트,27000,판매중,2025.06.12,5시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/332538998,332538998,310260800,여성의류,상의,니트_스웨터
후드니트,20000,판매중,2025.06.12,5시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/323093679,323093679,310260800,여성의류,상의,니트_스웨터
오헨드 긴팔니트 (브라운),7000,판매중,2025.06.12,5시간 전,✅,False,False,False,False,서울특별시 구로구 구로제3동,https://m.bunjang.co.kr/products/232499783,232499783,310260800,여성의류,상의,니트_스웨터
타낫 블랙 크롭 니트,110000,판매중,2025.06.12,5시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/222947157,222947157,310260800,여성의류,상의,니트_스웨터
[에이블리]헬렌 매쉬 베이직 후드니트 !원가이하! 배송비포함,20000,판매중,2025.06.12,5시간 전,✅,False,False,False,True,,https://m.bunjang.co.kr/products/285100757,285100757,310260800,여성의류,상의,니트_스웨터
라밤바룸 니트,63000,판매중,2025.06.12,5시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/329420063,329420063,310260800,여성의류,상의,니트_스웨터
36 / 디올 리비에라 스트라이프 반소매 니트,1520000,판매중,2025.06.12,5시간 전,✅,True,False,True,False,서울특별시 강남구 압구정동,https://m.bunjang.co.kr/products/338926622,338926622,310260800,여성의류,상의,니트_스웨터
미쏘 스트라이프 니트,20000,판매중,2025.06.12,5시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/330264186,330264186,310260800,여성의류,상의,니트_스웨터
(미쏘 새상품) 체크 크롭 가디건,25000,판매중,2025.06.12,5시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/230690646,230690646,310260800,여성의류,상의,니트_스웨터
스카시 카라 가디건,20000,판매중,2025.06.12,5시간 전,✅,False,False,False,True,대구광역시 남구 대명10동,https://m.bunjang.co.kr/products/159249043,159249043,310260800,여성의류,상의,니트_스웨터
유메르 어반 카라 하프 니트,64500,판매중,2025.06.12,5시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/337371960,337371960,310260800,여성의류,상의,니트_스웨터
별니트,25710,판매중,2025.06.12,5시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/337216395,337216395,310260800,여성의류,상의,니트_스웨터
린넨카라니트 반팔니트,15000,판매중,2025.06.12,5시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/264247393,264247393,310260800,여성의류,상의,니트_스웨터
톰브라운 스페셜 사이드 더블 라이닝 니트,450000,판매중,2025.06.12,5시간 전,✅,False,False,True,True,,https://m.bunjang.co.kr/products/290437840,290437840,310260800,여성의류,상의,니트_스웨터
플레어 뒷트임니트,18000,판매중,2025.06.12,5시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/322361931,322361931,310260800,여성의류,상의,니트_스웨터
머스타드 꽈배기니트,6000,판매중,2025.06.12,5시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/322360742,322360742,310260800,여성의류,상의,니트_스웨터
화이트 오픈숄더 니트,10000,판매중,2025.06.12,5시간 전,✅,False,False,False,False,,https://m.bunjang.co.kr/products/311481131,311481131,310260800,여성의류,상의,니트_스웨터
